location,contact_no,price_euro,property_type,area_sqm
,99252196,145400,APARTMENT,
,99252196,240000,MAISONETTE,
,99252196,475000,HOUSE,315
,99252196,478000,VILLA,250
,99252868,1400000,BUNGALOW,
,99252868,450000,HOUSE,
,99252868,699000,VILLA,
,99252868,,APARTMENT,
,99263750,148000,TOWNHOUSE,
,99263750,180000,PENTHOUSE,160
,99263750,230000,APARTMENT,
,99263750,320000,OFFICE,80
,99263750,478000,VILLA,250
,99264468,470000,HOUSE,
,99264468,475000,HOUSE,
,99264468,480000,VILLA,
,99264468,490000,HOUSE,
,99264468,840000,VILLA,
,99264468,,LAND,
,99264468,,VILLA,
,99264468,,VILLA,280
,99267239,197000.16,APARTMENT,160
,99281582,,HOUSE,
,99285072,375000,PENTHOUSE,
,99293433,234000,APARTMENT,
,99293433,239500,APARTMENT,
,99297594,245000,BAR,
,99297594,250000,BAR,
,99297594,260000,BAR,
,99297999,315000,APARTMENT,
,99297999,3e+05,MAISONETTE,
,99297999,,APARTMENT,
,99306321,4e+05,PENTHOUSE,
,99310578,150000,APARTMENT,
,99313858,120000,APARTMENT,
,99313946,229000,MAISONETTE,
,99313946,265000,APARTMENT,
,99313946,3e+05,APARTMENT,
,99316144,120000,APARTMENT,
,99316144,210000,PENTHOUSE,142
,99316144,240000,APARTMENT,
,99316144,266000,MAISONETTE,
,99316144,315000,MAISONETTE,
,99316160,255000,APARTMENT,
,99316160,255000,PENTHOUSE,
,99321039,225000,APARTMENT,
,99321039,350000,MAISONETTE,
,99321039,730000,PENTHOUSE,322
,99321039,770000,PENTHOUSE,
,99321039,770000,PENTHOUSE,360
,99338790,143000,APARTMENT,
,99345387,250000,APARTMENT,100
,99346156,274000,MAISONETTE,190
,99346328,140000,APARTMENT,
,99346806,345000,MAISONETTE,240
,99347761,770000,APARTMENT,
,99373635,325000,HOUSE,
,99383033,282000,MAISONETTE,
,99383033,320000,MAISONETTE,
,99393761,,APARTMENT,
,99395686,115000,APARTMENT,
,99395686,125000,APARTMENT,
,99395686,210000,APARTMENT,
,99395686,235000,APARTMENT,
,99395686,350000,APARTMENT,
,99395686,520000,APARTMENT,
,99395686,780000,VILLA,
,99397537,560000,VILLA,
,99402298,128000,TOWNHOUSE,
,99403955,225000,APARTMENT,
,99403955,225000,MAISONETTE,
,99403955,240000,MAISONETTE,
,99403955,249000,MAISONETTE,
,99403955,270000,MAISONETTE,
,99403955,299000,PENTHOUSE,310
,99403955,319000,PENTHOUSE,310
,99403955,360000,HOUSE,
,99403955,495000,VILLA,300
,99403955,,PENTHOUSE,
,99404303,335000,APARTMENT,
,99404303,650000,VILLA,
,99404303,650000,VILLA,320
,99404303,650000,VILLA,360
,99404303,699000,VILLA,320
,99404422,130000,APARTMENT,
,99404422,135500,APARTMENT,
,99404422,139000,APARTMENT,150
,99404422,142000,APARTMENT,
,99404422,145000,APARTMENT,
,99404422,460000,PALAZZO,200
,99404422,,APARTMENT,
,99405694,240000,MAISONETTE,
,99407208,179000,PENTHOUSE,
,99407208,570000,HOUSE,
,99407208,,APARTMENT,
,99407275,180000,PENTHOUSE,
,99407275,190600,APARTMENT,
,99407275,290000,APARTMENT,
,99409320,149000,APARTMENT,130
,99409320,193000,MAISONETTE,130
,99409320,245000,PENTHOUSE,150
,99409320,245000,PENTHOUSE,240
,99409320,,PENTHOUSE,
,99421969,215000,APARTMENT,160
,99421969,239000,PENTHOUSE,
,99421969,270000,APARTMENT,
,99421969,270000,HOUSE,
,99421969,505000,PENTHOUSE,
,99421969,585000,OFFICE,440
,99421969,699000,VILLA,
,99421969,,APARTMENT,
,99421969,,APARTMENT,620
,99422256,135700,MAISONETTE,
,99422256,145000,APARTMENT,
,99422256,145000,MAISONETTE,
,99422256,155000,APARTMENT,
,99422256,155500,APARTMENT,
,99422256,163000,APARTMENT,
,99422256,163000,APARTMENT,135
,99422256,163000,APARTMENT,140
,99422256,163000,APARTMENT,150
,99422256,175000,APARTMENT,150
,99422256,178500,PENTHOUSE,
,99422256,185000,APARTMENT,180
,99422256,185000,PENTHOUSE,
,99422256,215000,PENTHOUSE,
,99422256,220000,MAISONETTE,
,99422256,235000,MAISONETTE,
,99422256,240000,HOUSE,
,99422256,2550000,VILLA,3000
,99422256,2e+05,PENTHOUSE,
,99422256,320000,HOUSE,
,99422256,350000,HOUSE,
,99422256,372000,MAISONETTE,180
,99422256,385000,PLOT,300
,99422256,475000,HOUSE,
,99422256,495000,HOUSE,
,99422256,535000,HOUSE,
,99422256,535000,HOUSE,250
,99422256,565000,HOUSE,
,99422256,565000,VILLA,
,99422256,9e+05,HOUSE,
,99422691,478000,VILLA,
,99422749,,APARTMENT,
,99422782,110000,APARTMENT,130
,99422782,1250000,PENTHOUSE,300
,99422782,140000,APARTMENT,
,99422782,160000,APARTMENT,
,99422782,3e+05,PENTHOUSE,160
,99422782,3e+05,PENTHOUSE,218
,99422782,405000,HOUSE,
,99422782,410000,HOUSE,
,99422782,455000,HOUSE,
,99422782,495000,VILLA,
,99422782,535000,HOUSE,200
,99422782,6800000,VILLA,
,99422782,,VILLA,
,99423034,134000,APARTMENT,
,99423034,1500000,VILLA,1124
,99423034,450000,APARTMENT,
,99423070,1800000,VILLA,
,99423070,,PENTHOUSE,650
,99423985,850000,BUNGALOW,626
,99424194,109000,APARTMENT,
,99424194,115000,APARTMENT,
,99424194,667000,PLOT,1500
,99425303,270000,MAISONETTE,
,99425303,275000,APARTMENT,
,99425303,299000,APARTMENT,
,99425303,325000,APARTMENT,
,99425303,580000,VILLA,
,99426371,112000,APARTMENT,
,99426374,,APARTMENT,160
,99426374,,APARTMENT,200
,99426374,,BUNGALOW,
,99426374,,HOUSE,
,99426374,,MAISONETTE,
,99426374,,VILLA,
,99426374,,VILLA,850
,99426479,230000,MAISONETTE,
,99426479,260000,MAISONETTE,225
,99426479,840000,BUNGALOW,420
,99426955,,BUNGALOW,500
,99427372,1800000,BUNGALOW,
,99427491,,HOUSE,
,99427491,,MAISONETTE,
,99427491,,VILLA,
,99427491,,VILLA,2437
,99428494,365000,HOUSE,
,99429064,1300000,APARTMENT,165
,99429064,1500000,LAND,
,99429064,1600000,FARMHOUSE,200
,99429064,1600000,LAND,
,99429064,1e+06,SITE,
,99429064,220000,APARTMENT,
,99429064,285000,APARTMENT,300
,99429064,350000,APARTMENT,
,99429064,350000,PENTHOUSE,
,99429064,360000,APARTMENT,
,99429064,3e+05,APARTMENT,
,99429064,7e+05,SITE,
,99429064,850000,APARTMENT,
,99429064,990000,APARTMENT,
,99429064,9e+05,APARTMENT,
,99429064,9e+05,BUNGALOW,800
,99429064,,APARTMENT,
,99429313,160000,APARTMENT,
,99429313,225000,APARTMENT,
,99429313,235000,APARTMENT,
,99432111,338000,HOUSE,
,99442541,185000,APARTMENT,
,99442541,250000,APARTMENT,
,99443792,,HOUSE,
,99443865,,MAISONETTE,
,99444046,1100000,FARMHOUSE,
,99444046,1100,FARMHOUSE,
,99444046,1200000,FARMHOUSE,
,99444046,250000,MAISONETTE,
,99444046,350000,MAISONETTE,60
,99444046,362000,HOUSE,
,99444046,585000,APARTMENT,
,99444046,,APARTMENT,
,99444242,135000,APARTMENT,
,99444456,245000,MAISONETTE,
,99444456,250000,MAISONETTE,180
,99444456,255000,MAISONETTE,200
,99444456,265000,HOUSE,
,99444456,265000,MAISONETTE,
,99444456,345000,HOUSE,
,99444456,575000,FARMHOUSE,
,99444858,105000,APARTMENT,
,99444858,2400000,BUNGALOW,1120
,99444858,350000,MAISONETTE,238
,99444858,,APARTMENT,
,99446552,196000,MAISONETTE,
,99446552,350000,PENTHOUSE,
,99446552,430000,HOUSE,
,99446552,550000,VILLA,
,99446925,198000,APARTMENT,
,99446925,3e+05,APARTMENT,
,99447444,275000,HOUSE,
,99447444,80000,HOUSE,
,99449167,1400000,VILLA,
,99449690,,MAISONETTE,
,99450385,,VILLA,
,99450827,1200000,FARMHOUSE,
,99450827,165000,MAISONETTE,
,99450827,220000,APARTMENT,
,99451505,430000,MAISONETTE,
,99451505,795000,VILLA,410
,99451505,,VILLA,410
,99451845,320000,HOUSE,
,99453678,350000,HOUSE,
,99456442,135000,APARTMENT,
,99456500,350000,APARTMENT,
,99457133,139000,APARTMENT,
,99457133,690000,APARTMENT,165
,99457547,136000,FLAT,
,99457547,137000,APARTMENT,
,99457547,139000,SITE,
,99457547,28000,APARTMENT,
,99457547,29000,APARTMENT,
,99457547,34000,APARTMENT,
,99457547,34500,APARTMENT,
,99457547,38000,APARTMENT,
,99457547,,APARTMENT,
,99459430,8e+05,BUNGALOW,
,99460241,280000,MAISONETTE,
,99460241,325000,HOUSE,
,99468118,139000,APARTMENT,55
,99468118,195000,APARTMENT,
,99468118,230000,APARTMENT,
,99470222,195000,APARTMENT,
,99470292,101500,APARTMENT,
,99470292,132000,APARTMENT,
,99470292,250000,PENTHOUSE,
,99470292,335000,APARTMENT,
,99470292,515000,VILLA,
,99470292,570000,HOUSE,
,99470635,,APARTMENT,
,99471288,205000,MAISONETTE,
,99471413,135000,APARTMENT,
,99471413,251000,PLOT,
,99471413,297500,TOWNHOUSE,
,99471413,410000,HOUSE,
,99471413,,PENTHOUSE,180
,99471810,498000,MAISONETTE,
,99471977,235000,MAISONETTE,250
,99471977,320000,MAISONETTE,
,99471977,,MAISONETTE,250
,99472768,265000,TOWNHOUSE,230
,99472768,595000,BUNGALOW,1000
,99472768,780000,APARTMENT,
,99472768,,VILLA,
,99473094,680000,VILLA,428
,99473268,1400000,VILLA,1000
,99473268,290000,MAISONETTE,
,99473268,319500,MAISONETTE,300
,99473268,320000,MAISONETTE,
,99473268,368000,MAISONETTE,
,99473268,399000,PENTHOUSE,257
,99473268,848000,HOUSE,
,99473268,875000,APARTMENT,
,99473268,875000,HOUSE,
,99473268,9e+05,HOUSE,
,99473268,,HOUSE,
,99473702,398000,MAISONETTE,
,99473702,,APARTMENT,
,99473904,180000,FLAT,
,99473904,595000,APARTMENT,428
,99473904,595000,VILLA,428
,99473904,680000,VILLA,428
,99473904,690000,VILLA,428
,99473904,890000,VILLA,428
,99473904,970000,BUNGALOW,
,99473904,970000,BUNGALOW,700
,99474814,90000,MAISONETTE,
,99474829,840000,FARMHOUSE,
,99475163,167000,APARTMENT,
,99475179,275000,APARTMENT,
,99476945,890000,BUNGALOW,700
,99476949,185000,MAISONETTE,
,99476949,210000,APARTMENT,
,99476949,370000,APARTMENT,190
,99476949,475000,VILLA,
,99476949,490000,VILLA,
,99476949,650000,VILLA,
,99477305,190000,MAISONETTE,
,99477305,25000,APARTMENT,
,99479066,1400000,PENTHOUSE,
,99479066,210000,APARTMENT,98
,99479066,,APARTMENT,
,99479066,,APARTMENT,131
,99479066,,MAISONETTE,
,99486684,3e+05,APARTMENT,215
,99487001,116500,APARTMENT,
,99487001,155000,APARTMENT,
,99487001,160000,APARTMENT,
,99487001,165000,MAISONETTE,
,99487001,169000,HOUSE,
,99487001,185000,TOWNHOUSE,
,99487001,190000,MAISONETTE,
,99487001,195000,APARTMENT,
,99487001,210000,MAISONETTE,
,99487001,245000,APARTMENT,
,99487001,250000,APARTMENT,
,99487001,275000,APARTMENT,
,99487001,2e+05,APARTMENT,
,99487001,440000,HOUSE,
,99487001,,BUNGALOW,1124
,99487001,,PENTHOUSE,
,99487331,175000,APARTMENT,
,99487331,240000,MAISONETTE,
,99487331,255000,APARTMENT,
,99487331,260000,APARTMENT,
,99487331,266000,APARTMENT,
,99487331,282000,MAISONETTE,
,99487331,310000,APARTMENT,
,99487331,375000,HOUSE,
,99487331,375000,HOUSE,280
,99487331,,APARTMENT,
,99487407,12500,APARTMENT,
,99488554,550000,VILLA,300
,99490068,480000,APARTMENT,
,99490068,550000,HOUSE,
,99490068,650000,PENTHOUSE,80
,99490326,1250000,VILLA,
,99491606,185000,APARTMENT,50
,99491617,,APARTMENT,
,99492577,245000,APARTMENT,
,99493147,165000,APARTMENT,125
,99493530,188500,APARTMENT,
,99493530,202000,APARTMENT,
,99493530,215000,APARTMENT,160
,99493530,275000,APARTMENT,
,99493530,535000,HOUSE,
,99493784,255000,MAISONETTE,
,99494220,10500,APARTMENT,
,99494236,345000,PENTHOUSE,
,99494236,365000,APARTMENT,
,99494236,395000,APARTMENT,
,99494236,425000,APARTMENT,
,99494236,425000,BAR,
,99494236,,HOUSE,
,99494337,,APARTMENT,
,99494400,210000,SITE,70
,99495041,142000,APARTMENT,
,99495041,144000,MAISONETTE,
,99495041,145000,APARTMENT,
,99495041,159000,APARTMENT,
,99495041,159000,MAISONETTE,140
,99495041,175000,MAISONETTE,
,99495041,245000,MAISONETTE,
,99495041,270000,MAISONETTE,
,99495041,298000,MAISONETTE,
,99495041,336000,HOUSE,
,99495041,339000,HOUSE,
,99495041,340000,HOUSE,
,99495041,369000,HOUSE,
,99495041,480000,VILLA,
,99495041,,HOUSE,
,99497001,195000,APARTMENT,130
,99497468,175000,APARTMENT,
,99498243,165000,APARTMENT,
,99498243,207000,TOWNHOUSE,
,99498243,249000,APARTMENT,
,99498243,479000,HOUSE,
,99498243,530000,APARTMENT,350
,99498243,530000,PENTHOUSE,
,99498243,550000,PENTHOUSE,
,99498243,,HOTEL,
,99498243,,TOWNHOUSE,
,99498660,160000,APARTMENT,
,99498660,211000,APARTMENT,
,99498660,225000,MAISONETTE,
,99498660,245000,PENTHOUSE,
,99498660,259000,MAISONETTE,
,99498660,260000,MAISONETTE,
,99498660,260000,PENTHOUSE,
,99498660,265000,MAISONETTE,
,99498660,280000,MAISONETTE,
,99498660,79000,APARTMENT,
,99498660,840000,BUNGALOW,
,99498660,92000,APARTMENT,
,99498660,92500,APARTMENT,
,99498660,95000,APARTMENT,
,99499337,745000,APARTMENT,180
,99500150,185000,APARTMENT,
,99500150,420000,APARTMENT,
,99509045,495000,HOUSE,
,99509048,130000,FLAT,
,99509048,159000,APARTMENT,
,99509048,165000,FLAT,
,99509048,178000,APARTMENT,
,99509048,215000,APARTMENT,
,99509048,235000,MAISONETTE,
,99509048,430000,APARTMENT,
,99509048,,MAISONETTE,
,99509048,,VILLA,
,99521462,160000,PENTHOUSE,
,99521462,9e+05,VILLA,425
,99523676,239000,MAISONETTE,
,99523676,275000,MAISONETTE,
,99536947,170000,MAISONETTE,
,99536947,220000,APARTMENT,180
,99536947,645000,VILLA,
,99555508,105000,APARTMENT,
,99559403,280000,APARTMENT,
,99578736,110000,APARTMENT,
,99578736,116000,APARTMENT,
,99578736,140000,APARTMENT,
,99578736,142000,APARTMENT,
,99586828,255000,PENTHOUSE,
,99586828,330000,MAISONETTE,230
,99586828,350000,MAISONETTE,
,99586828,350000,MAISONETTE,238
,99586828,478000,VILLA,
,99587172,160000,APARTMENT,
,99587172,180000,APARTMENT,
,99588586,175000,MAISONETTE,
,99589700,550000,FLAT,
,99590568,210000,APARTMENT,
,99590568,210000,MAISONETTE,
,99590568,350000,MAISONETTE,
,99590568,363500,MAISONETTE,
,99590568,440000,HOUSE,
,99590568,475000,HOUSE,
,99590568,850000,VILLA,
,99590568,970000,BUNGALOW,
,99595595,139000,APARTMENT,
,99641960,159000,PENTHOUSE,130
,99668899,265000,APARTMENT,
,99670019,128000,MAISONETTE,
,99670019,130000,APARTMENT,
,99670019,149000,APARTMENT,
,99670019,165000,APARTMENT,160
,99670019,205000,PENTHOUSE,
,99670019,218000,PENTHOUSE,
,99670019,249000,MAISONETTE,180
,99670019,260000,PENTHOUSE,
,99670019,2900000,VILLA,
,99670019,475000,VILLA,
,99670019,499000,VILLA,
,99670019,689000,PENTHOUSE,350
,99670019,699000,VILLA,
,99670019,835000,BUNGALOW,
,99670019,845000,BUNGALOW,
,99695929,382000,MAISONETTE,150
,99700300,2700000,BUNGALOW,
,99700300,445000,HOUSE,
,99703135,690000,BUNGALOW,
,99705961,170000,MAISONETTE,
,99714610,170000,APARTMENT,180
,99714610,265000,MAISONETTE,
,99714610,,MAISONETTE,180
,99715912,196000,APARTMENT,
,99727242,137900,APARTMENT,100
,99747738,478000,PENTHOUSE,
,99749965,144000,APARTMENT,150
,99749965,240000,PENTHOUSE,
,99786021,135000,APARTMENT,
,99801017,255000,MAISONETTE,
,99801017,295000,MAISONETTE,150
,99801017,305000,HOUSE,
,99801017,3e+05,APARTMENT,
,99801017,840000,VILLA,
,99801017,9e+05,HOUSE,
,99801702,220000,APARTMENT,
,99801702,240000,PENTHOUSE,
,99801702,255000,PENTHOUSE,
,99802834,830000,BUNGALOW,
,99803402,140000,APARTMENT,
,99803402,,APARTMENT,
,99805632,220000,MAISONETTE,
,99822666,1060000,VILLA,
,99822666,255000,MAISONETTE,
,99822666,330000,MAISONETTE,240
,99822666,585000,TOWNHOUSE,
,99822666,585000,VILLA,
,99822955,250000,PENTHOUSE,
,99822955,280000,APARTMENT,
,99822955,477000,MAISONETTE,
,99822955,9e+05,APARTMENT,
,99822955,,APARTMENT,430
,99822955,,BUNGALOW,
,99822955,,PENTHOUSE,24
,99822955,,VILLA,
,99822955,,VILLA,560
,99822955,,VILLA,680
,99823868,211000,APARTMENT,
,99823868,215000,PENTHOUSE,
,99825831,1494000,TOWNHOUSE,
,99825831,88500,FLAT,
,99825831,,MAISONETTE,
,99828911,330000,PENTHOUSE,
,99828919,155000,PENTHOUSE,
,99828919,210000,APARTMENT,
,99828919,210000,APARTMENT,130
,99828919,220000,APARTMENT,180
,99828919,225000,APARTMENT,
,99828919,245000,MAISONETTE,
,99828919,246000,APARTMENT,130
,99828919,330000,PENTHOUSE,
,99828919,340000,MAISONETTE,
,99828919,3e+05,MAISONETTE,250
,99828919,410000,HOUSE,
,99829745,,APARTMENT,
,99830000,138500,APARTMENT,
,99832022,142000,APARTMENT,
,99832022,265000,APARTMENT,150
,99832022,280000,APARTMENT,
,99832022,477000,MAISONETTE,214
,99832022,650000,PENTHOUSE,250
,99834195,410000,HOUSE,
,99834195,7e+05,PENTHOUSE,240
,99835960,190000,PENTHOUSE,
,99835960,215000,PENTHOUSE,
,99837387,203000,APARTMENT,
,99837387,205000,APARTMENT,80
,99837387,213000,APARTMENT,
,99837387,315000,PENTHOUSE,
,99837387,,PENTHOUSE,
,99838779,190000,APARTMENT,
,99839210,505000,PENTHOUSE,
,99839210,505000,PENTHOUSE,320
,99844742,230000,APARTMENT,
,99848380,,BUNGALOW,
,99848380,,BUNGALOW,626
,99848380,,HOUSE,940
,99848380,,PENTHOUSE,
,99848380,,VILLA,
,99853480,,APARTMENT,
,99854188,,SITE,
,99854188,,VILLA,
,99861386,265000,MAISONETTE,
,99861713,170000,APARTMENT,
,99861713,298000,APARTMENT,
,99861713,,APARTMENT,
,99862153,317700,PENTHOUSE,
,99862850,265000,TOWNHOUSE,
,99868012,450000,PENTHOUSE,
,99868012,550000,PENTHOUSE,
,99868012,5e+05,HOUSE,
,99868012,650000,HOUSE,
,99868012,699000,VILLA,
,99868012,6e+05,HOUSE,
,99868012,,APARTMENT,
,99870009,1100000,APARTMENT,
,99870009,1100000,APARTMENT,795
,99870009,1300000,VILLA,2450
,99870009,720000,APARTMENT,230
,99870009,,APARTMENT,
,99870009,,VILLA,1000
,99871230,165000,APARTMENT,
,99871230,175000,APARTMENT,140
,99871230,190000,PENTHOUSE,
,99871230,265000,APARTMENT,142
,99872483,159000,APARTMENT,127
,99872843,159000,APARTMENT,127
,99873162,250000,PENTHOUSE,
,99873162,445000,APARTMENT,
,99873162,445000,VILLA,100
,99873162,448000,HOUSE,
,99873162,448000,VILLA,
,99873162,,APARTMENT,
,99875622,,HOUSE,
,99880271,245000,APARTMENT,
,99883854,163000,APARTMENT,
,99883854,230000,APARTMENT,
,99883854,245000,APARTMENT,
,99883854,247000,APARTMENT,
,99883854,247000,HOTEL,
,99883854,499000,VILLA,
,99884893,285000,PENTHOUSE,
,99884893,325000,APARTMENT,
,99884893,450000,HOUSE,
,99887497,650000,HOUSE,
,99887497,,HOUSE,
,99893761,,APARTMENT,
,99894937,,APARTMENT,
,99903888,108000,APARTMENT,
,99903888,,PENTHOUSE,
,99919343,145000,APARTMENT,
,99919343,165000,APARTMENT,
,99919343,165000,FLAT,
,99919343,168000,APARTMENT,
,99919343,169000,PENTHOUSE,
,99919343,250000,APARTMENT,
,99919343,266000,FLAT,
,99919343,,APARTMENT,
,99919343,,VILLA,
,99928563,80000,APARTMENT,
,99928563,,PENTHOUSE,
,99929487,375000,PENTHOUSE,
,99929487,420000,APARTMENT,
,99929487,620000,APARTMENT,
,99931483,165000,APARTMENT,
,99939956,185000,MAISONETTE,
,99939956,211000,APARTMENT,
,99939956,78000,APARTMENT,
,99939956,93000,APARTMENT,
,99946417,155000,APARTMENT,
,99946417,215000,APARTMENT,175
,99946417,220000,MAISONETTE,180
,99946417,280000,PENTHOUSE,36
,99946417,,APARTMENT,
,99946417,,APARTMENT,174
,99949099,255000,PENTHOUSE,
,99949099,270000,MAISONETTE,
,99949099,275000,MAISONETTE,
,99949099,286000,MAISONETTE,60
,99949099,450000,HOUSE,
,99949099,518000,VILLA,
,99949099,560000,VILLA,
,99949099,850000,VILLA,
,99956704,265000,TOWNHOUSE,
,99957770,108000,APARTMENT,
,99961008,135000,APARTMENT,
,99961008,95000,PENTHOUSE,
,99964461,275000,MAISONETTE,
,99974306,,PENTHOUSE,
,99986779,,OFFICE,
,99986779,,SITE,
,99991933,211000,APARTMENT,
,99996699,240000,APARTMENT,
,99996699,280000,APARTMENT,
,99996699,340000,HOUSE,
,99996699,3e+05,PENTHOUSE,218
,99996699,585000,SITE,350
,99996699,5e+05,VILLA,
,99999356,,PENTHOUSE,90
,99999982,105000,APARTMENT,
,99999982,189000,APARTMENT,
,99999982,890000,VILLA,730
,99999983,850000,VILLA,930
,99999983,950000,VILLA,930
,,,APARTMENT,
BAĦRIJA,21450073,,PLOT,
BAĦRIJA,22770000,194000,APARTMENT,
BAĦRIJA,50740000,740000,APARTMENT,650
BAĦRIJA,77081411,415000,PENTHOUSE,
BAĦRIJA,77427745,125000,APARTMENT,
BAĦRIJA,77779010,165000,APARTMENT,
BAĦRIJA,77779011,160000,APARTMENT,
BAĦRIJA,77779011,179000,APARTMENT,210
BAĦRIJA,79008286,205350,APARTMENT,
BAĦRIJA,79283504,210000,MAISONETTE,
BAĦRIJA,79300310,120800,APARTMENT,
BAĦRIJA,79310597,165000,APARTMENT,
BAĦRIJA,79431977,435000,VILLA,
BAĦRIJA,79431977,445000,VILLA,
BAĦRIJA,79431977,450000,VILLA,240
BAĦRIJA,79445991,121000,APARTMENT,
BAĦRIJA,79456532,,APARTMENT,
BAĦRIJA,79473138,9e+05,BUNGALOW,
BAĦRIJA,79473138,9e+05,BUNGALOW,660
BAĦRIJA,79478858,,BUNGALOW,1500
BAĦRIJA,79492605,137000,PLOT,
BAĦRIJA,79492605,160000,APARTMENT,
BAĦRIJA,79492605,180000,FARMHOUSE,
BAĦRIJA,79579457,185000,APARTMENT,
BAĦRIJA,79707879,165000,PENTHOUSE,
BAĦRIJA,79708080,350000,PENTHOUSE,
BAĦRIJA,79885330,125000,APARTMENT,
BAĦRIJA,79993272,160000,APARTMENT,
BAĦRIJA,99009737,650000,BUNGALOW,
BAĦRIJA,99009737,690000,BUNGALOW,
BAĦRIJA,99011837,750000,HOUSE,
BAĦRIJA,99060206,185000,PENTHOUSE,
BAĦRIJA,99114999,415000,PENTHOUSE,
BAĦRIJA,99236083,125000,APARTMENT,125
BAĦRIJA,99236083,350000,PENTHOUSE,210
BAĦRIJA,99236083,,APARTMENT,125
BAĦRIJA,99250999,239900,MAISONETTE,
BAĦRIJA,99250999,,MAISONETTE,
BAĦRIJA,99263750,650000,BUNGALOW,
BAĦRIJA,99264468,,BUNGALOW,
BAĦRIJA,99278009,220000,PENTHOUSE,
BAĦRIJA,99367953,150000,MAISONETTE,200
BAĦRIJA,99409320,435000,VILLA,
BAĦRIJA,99409320,445000,VILLA,
BAĦRIJA,99422256,750000,FARMHOUSE,5500
BAĦRIJA,99424194,118600,APARTMENT,
BAĦRIJA,99424194,123500,MAISONETTE,
BAĦRIJA,99424194,153500,APARTMENT,
BAĦRIJA,99424194,159000,APARTMENT,56
BAĦRIJA,99424194,191000,APARTMENT,
BAĦRIJA,99424194,424000,PENTHOUSE,
BAĦRIJA,99450827,190000,APARTMENT,147
BAĦRIJA,99450827,220000,PENTHOUSE,
BAĦRIJA,99450827,2e+05,LAND,
BAĦRIJA,99450827,425000,PENTHOUSE,
BAĦRIJA,99450827,425000,PENTHOUSE,225
BAĦRIJA,99450827,650000,BUNGALOW,
BAĦRIJA,99476945,650000,BUNGALOW,440
BAĦRIJA,99495041,330000,MAISONETTE,
BAĦRIJA,99749965,155000,APARTMENT,
BAĦRIJA,99749965,160000,APARTMENT,
BAĦRIJA,99749965,180000,APARTMENT,
BAĦRIJA,99749965,,APARTMENT,
BAĦRIJA,99811981,90000,LAND,
BAĦRIJA,99826909,180000,APARTMENT,
BAĦRIJA,99884893,215000,APARTMENT,
BAĦRIJA,99884893,350000,PENTHOUSE,185
BAĦRIJA,99919343,188000,PENTHOUSE,
BAĦRIJA,99941114,395000,VILLA,230
BAĦRIJA,99991933,,PENTHOUSE,
BALLUTA,99498243,1200000,APARTMENT,
BALLUTA,99589700,350000,APARTMENT,
BALZAN,,185000,APARTMENT,
BALZAN,20156511,370000,HOUSE,
BALZAN,21490902,,APARTMENT,
BALZAN,21523887,,TOWNHOUSE,
BALZAN,21632918,147000,APARTMENT,
BALZAN,21632918,152000,APARTMENT,
BALZAN,22353858,244000,PENTHOUSE,
BALZAN,22353858,255000,MAISONETTE,65
BALZAN,22770000,149000,APARTMENT,
BALZAN,22770000,149054,APARTMENT,132
BALZAN,22770000,185000,APARTMENT,
BALZAN,22770000,190000,MAISONETTE,
BALZAN,22770000,1e+05,APARTMENT,
BALZAN,22770000,220000,MAISONETTE,
BALZAN,22770000,239000,MAISONETTE,
BALZAN,22770000,255000,PENTHOUSE,
BALZAN,22770000,261000,APARTMENT,
BALZAN,22770000,275000,TOWNHOUSE,
BALZAN,22770000,295000,MAISONETTE,
BALZAN,22770000,330000,TOWNHOUSE,
BALZAN,22770000,365000,HOUSE,
BALZAN,23794123,490000,TOWNHOUSE,
BALZAN,77075221,175000,MAISONETTE,45
BALZAN,77153473,320000,APARTMENT,
BALZAN,77442745,315000,PENTHOUSE,
BALZAN,77490670,345500,MAISONETTE,60
BALZAN,77777555,389000,TOWNHOUSE,
BALZAN,77777555,390000,TOWNHOUSE,
BALZAN,77777555,,MAISONETTE,
BALZAN,77862546,1200000,TOWNHOUSE,
BALZAN,77862546,745000,VILLA,
BALZAN,79001214,220000,MAISONETTE,
